175428    241824    298584
184404    255024    315480
193248    268092    332376
202356    281292    349272
211200    294228    366300
220044    307560    383196
233772    327096    408144
247500    347028    433884
259380    364320    455664
266112    374484    468996
270204    380820    477444
279444    393756    494472
288552    407220    511764
297792    420552    529320
197208    272844    337656
206184    286044    354552
214896    299112    371448
224004    312180    388476
232980    325248    405240
241956    338580    422400
260964    365640    456852
272712    383064    479292
282084    396792    496848
291588    410520    514932
298056    420156    527472
307428    433884    545028
310464    438900    551892
319836    452100    569052
218856    303864    376860
227832    316932    393756
236808    330000    410784
245784    343200    427548
254892    356400    444576
263604    369468    461604
283272    397980    497508
295548    415404    520080
305052    429396    538164
314424    442860    555852
323796    456852    573408
329868    466092    585816
332772    470448    591888
341880    483780    608916
240768    334752    416064
249612    347820    432960
258324    361020    450120
267432    374220    466884
276540    387420    483780
285516    400356    500808
300168    421740    528000
315348    443784    555984
328020    461604    579216
337260    475464    555852
343332    484440    608784
352572    498300    626736
354816    501996    631620
364188    515328    648912
262548    365772    455136
271260    378972    472164
280236    392040    488928
289344    405108    505956
298188    418308    522984
307032    431376    540012
322476    453288    567996
338052    475860    596904
347292    489456    614592
356532    503052    596904
365772    516648    649572
367884    520212    654588
377124    533544    671748
386364    547140    688776
284196    396792    494472
293304    409860    511368
302148    422928    528264
310992    436128    545160
320100    449064    562320
328944    462396    579084
344652    484968    607860
353628    498300    625416
362736    511500    642708
379236    535392    672672
381084    538296    677160
390192    551892    694320
399300    565224    711612
408276    578424    728904
305976    427680    533676
314820    440748    550572
323796    453816    567336
332772    467016    584496
341748    480216    601260
350724    493284    618288
359568    506484    635184
368544    519552    652080
377388    532620    669108
386364    545556    686136
395472    558888    702768
404316    571956    720060
413292    585024    736956
422004    598092    753852
327756    458832    572748
336732    471768    589644
345576    484836    606672
354552    498168    623568
363528    511104    640596
372504    524304    657492
381348    537372    674520
390192    550572    691284
399300    563508    708312
408276    576708    725340
417252    589644    741972
425964    602844    759000
434940    616044    776028
443784    628980    792924
349536    489720    611952
358380    503052    628848
367356    515856    646008
376200    528924    662640
385044    542256    679668
394152    555192    696828
403128    568392    713592
411972    581328    730488
420948    594528    747252
429792    607596    764412
438768    620796    781176
447744    633732    798072
456588    646932    815364
465696    660000    832128
371316    520872    651288
380160    533940    668184
389004    547008    684948
397980    559944    701976
406956    573012    718872
415932    586212    735900
424908    599280    752664
434016    612348    769692
442464    625416    786456
451572    638484    803484
460416    651552    820380
469392    664752    837540
478500    677820    854304
487344    690888    871332
392832    551760    690228
401808    564828    706992
410916    578028    724152
419628    590964    741048
428604    603900    757944
437580    617100    774972
446688    630300    791868
455400    643236    808764
464376    656304    825660
473352    669636    842820
482328    682572    859584
491304    695772    876480
500280    708708    893640
508992    721776    910404
414744    582648    729696
423720    595848    746460
432564    608916    763356
441540    621984    780384
450384    635052    797148
459492    648120    814308
468204    661188    831072
477180    674256    847968
486288    687324    864864
495000    700392    881892
503976    713592    898788
512952    726660    915684
521796    739596    932580
530772    752796    949740
